"name","financial_impact","probability","age","employees","annual_revenue","corax_score","vulnerabilities","threats_to_industry","pagerank","max_records","asset_count","asset_locations"
"LaGrange Toyota",293258,0.313832,NULL,180,35000000,686,NULL,NULL,0.000000682982,346372,8,2
"Wilde East Towne Honda",337649,0.407807,NULL,60,35000000,592,NULL,NULL,0.000000682982,346372,507,5
"FenderBender",166675,0.498372,19,10,5000000,502,14,NULL,0.000000682982,37111,7,5
"Bobby Rahal Motorcar Co.",459803,0.289293,NULL,120,35000000,711,42,NULL,0.000000682982,346372,9,4
"Anderson Subaru",153977,0.362461,NULL,15,5000000,638,NULL,NULL,0.000000682982,37111,13,2
"Central Houston Nissan",487010,0.617932,NULL,120,35000000,382,60,NULL,0.000000682982,346372,18,5
"John Eagle Honda Houston",344383,0.270957,34,60,35000000,729,NULL,NULL,0.000000682982,389669,7,4
"Ressler Motors",319825,0.260089,NULL,90,35000000,740,NULL,NULL,0.000000682982,346372,5,1
"Dixie Horse & Mule Co",27586,0.275233,NULL,5,500000,725,4,NULL,0.000000682982,3711,9,4
"Hoover Toyota",290820,0.283041,NULL,75,35000000,717,NULL,NULL,0.000000682982,346372,5,1
"Lexus Of Alexandria",147055,0.432201,29,10,5000000,568,NULL,NULL,0.000000682982,43297,12,4
"Huntington Jeep Chrysler Dodge Ram",184511,0.324442,NULL,45,5000000,676,NULL,NULL,0.000000682982,43297,9,1
"McGrath Lexus of Chicago",346962,0.252084,NULL,90,35000000,748,NULL,NULL,0.00000178841,346372,4,2
"Arrowhead Honda",372943,0.371269,32,75,35000000,629,214,NULL,0.000000682982,389669,16,7
"Earth MotorCars",147256,0.244733,NULL,15,5000000,755,19,NULL,0.000000682982,37111,16,3
"Mercedes-Benz of White Plains",529719,0.423633,48,75,35000000,576,14,NULL,0.000000682982,389669,4,3
"Quadski",185588,0.350376,22,45,5000000,650,NULL,NULL,0.000000682982,49482,22,4
"Wayne Akers Ford",507697,0.502577,NULL,75,35000000,497,96,NULL,0.000000682982,346372,19,3
"Temecula Motorsports",187903,0.340843,NULL,30,5000000,659,150,NULL,0.000000682982,43297,9,3
"Volvo of Orange County",201534,0.564992,NULL,45,5000000,435,56,NULL,0.000000682982,43297,7,1
"Tom Wood Automotive",622988,0.206886,NULL,360,75000000,793,NULL,NULL,0.000000682982,927782,5,2
"Rollx Vans",480525,0.18905,NULL,60,35000000,811,12504,NULL,0.000000682982,346372,9,4
"Excelerate Performance",160996,0.331267,NULL,10,5000000,669,NULL,NULL,0.000000682982,37111,5,3
"Sarasota Ford",544625,0.446347,NULL,75,35000000,554,52,NULL,0.000000794081,346372,6,4
"Paragon Acura",363577,0.246289,NULL,90,35000000,754,NULL,NULL,0.000000682982,346372,5,3
"Beyer Kia Falls Church",371184,0.607002,NULL,100,15000000,393,NULL,NULL,0.000000682982,148445,3,1
"Gresham Toyota",662091,0.123214,NULL,60,35000000,877,30,NULL,0,346372,1,1
"Dean Honda",179950,0.515174,NULL,45,5000000,485,NULL,NULL,0.000000794081,43297,10,3
"Lic Motorsports",23255,0.359139,14,5,500000,641,NULL,NULL,0.000000682982,3711,10,4
"Bourne's Auto Center",193814,0.307555,NULL,30,5000000,692,NULL,NULL,0.000000682982,43297,6,2
"Purolator",681843,0.264316,95,720,200000000,736,14,NULL,0.000000794081,2968895,8,3
"Detroit Speed",179683,0.555915,17,30,5000000,444,49,NULL,0.000000682982,43297,14,5
"Filthy Motorsports",31245,0.227162,9,5,500000,773,NULL,NULL,0.000000682982,3711,5,2
"TCI Automotive",199349,0.271383,50,30,5000000,729,85,NULL,0.000000682982,49482,8,3
"Koeppel Nissan",155236,0.395977,NULL,30,5000000,604,NULL,NULL,0.000000682982,43297,13,3
"Edwards Chevrolet",657531,0.12039,NULL,90,35000000,880,84,NULL,0,346372,3,1
"Toyota of Deerfield Beach",524753,0.513201,NULL,90,35000000,487,14,NULL,0.000000682982,346372,12,2
"Stainless Works",130213,0.330384,NULL,30,5000000,670,81,NULL,0.000000682982,43297,52,5
"Ventura Toyota",259186,0.453526,NULL,60,35000000,546,71,NULL,0.000000682982,346372,17,4
"Yonkers Kia",196469,0.227295,NULL,45,5000000,773,NULL,NULL,0.000000682982,43297,6,1
"Paradise Chevrolet Cadillac",370532,0.273633,7,90,35000000,726,68,NULL,0.000000682982,346372,16,3
"Spartan Motors",1276361,0.366884,43,2310,707098000,633,12,NULL,0.000000682982,9621459,34,8
"SSBC Performance Brakes",205286,0.134718,43,10,5000000,865,14,NULL,0,43297,2,1
"Tarrytown Honda",390864,0.177198,NULL,60,35000000,823,NULL,NULL,0.000000682982,346372,4,1
"Underdog Racing Development",23994,0.347707,NULL,5,500000,652,NULL,NULL,0.000000682982,3711,10,3
"DCH Brunswick Toyota",319824,0.294207,NULL,60,35000000,706,49,NULL,0.000000682982,346372,23,3
"Ken Garff St George Ford Lincoln",172689,0.318046,NULL,30,5000000,682,NULL,NULL,0.000000682982,43297,10,3
"Qarson",142013,0.253285,NULL,15,5000000,747,15,NULL,0.000000682982,37111,25,3
"Middletown Honda",167041,0.270137,NULL,45,5000000,730,NULL,NULL,0.000000682982,43297,5,2
"Kelly BMW",170288,0.570033,NULL,45,5000000,430,NULL,NULL,0.000000682982,43297,10,4
"Lexus Of Valencia",171078,0.664079,NULL,15,5000000,336,7,NULL,0.000000682982,37111,3,2
"All-Rite RV Parts",23166,0.420469,NULL,5,500000,580,64,NULL,0.000000682982,3711,13,5
"Mercedes Benz of Plano",484968,0.546444,NULL,105,35000000,454,14,NULL,0.000000682982,346372,12,6
"Tracy Honda",200673,0.20339,NULL,45,5000000,797,NULL,NULL,0.000000682982,43297,3,1
"Gillespie Ford",184949,0.318693,NULL,30,5000000,681,NULL,NULL,0.000000682982,43297,6,2
"North Coast Auto Mall - Akron",184626,0.330334,NULL,20,5000000,670,NULL,NULL,0.000000682982,43297,4,2
"Grapevine Dodge Chrysler Jeep",290495,0.311247,NULL,75,35000000,689,NULL,NULL,0.000000682982,346372,11,2
"Mercedes-Benz of Littleton",659775,0.113649,NULL,60,35000000,886,NULL,NULL,0,346372,2,1
"Panama City Toyota",182958,0.49788,NULL,45,5000000,502,NULL,NULL,0.000000682982,43297,10,3
"Warren Distributing",161916,0.272093,NULL,30,5000000,728,116,NULL,0.000000682982,43297,17,5
"Honda of Ocala",457921,0.61062,NULL,75,35000000,389,64,NULL,0.000000682982,346372,13,3
"Autoliv",12646415,0.659166,21,70300,10074000000,341,17,NULL,0.000000794081,136047784,39,8
"TRICO",1555899,0.287006,101,6000,900000000,713,120,NULL,0.000000682982,13359257,31,7
"Mac Churchill Acura",383412,0.57935,NULL,100,15000000,421,NULL,NULL,0.000000682982,148445,2,2
"Nalley BMW",567435,0.347662,NULL,450,75000000,652,NULL,NULL,0.000000682982,927782,12,1
"Tapeworks Graphics",37686,0.184582,NULL,5,500000,815,NULL,NULL,0,3711,5,1
"Baxter Chrysler Dodge Jeep Ram West Omaha",481572,0.487006,NULL,210,35000000,513,16,NULL,0.000000682982,346372,6,1
"Alamo Toyota",414062,0.365941,NULL,75,35000000,634,NULL,NULL,0.000000682982,346372,6,2
"Factory Wheel Warehouse",21598,0.459291,NULL,5,500000,541,60,NULL,0.000000682982,3711,18,4
"Just Brakes",212606,0.175752,38,270,40500000,824,0,0,0,450902,NULL,NULL
"Bad Dad Custom Motorcycle Finishes",189156,0.271363,NULL,10,5000000,729,55,NULL,0,37111,12,1
"DealerLeads",177083,0.536859,NULL,15,5000000,463,60,NULL,0.000000682982,37111,10,1
"Speedmaster",114509,0.369478,39,45,5000000,631,56,NULL,0.000000682982,49482,61,4
"IrwinAutomotiveGroup",446644,0.161364,NULL,60,35000000,839,NULL,NULL,0.000000682982,346372,4,2
"America Choice RV",46583,0.368368,NULL,100,11250000,632,NULL,NULL,0.00000178841,111334,69,5
"New Level Motor Sports",29185,0.259278,NULL,5,500000,741,47,NULL,0.000000682982,3711,18,4
"XPEL",367537,0.361499,21,75,35000000,639,34,NULL,0.000000682982,389669,28,5
"Alexander Toyota",179394,0.369871,NULL,45,5000000,630,NULL,NULL,0.000000682982,43297,8,2
"Metric Threaded Products",24157,0.368138,NULL,5,500000,632,56,NULL,0.000000682982,3711,10,3
"Nevada Pic A Part",191207,0.271363,NULL,10,5000000,729,NULL,NULL,0,37111,14,2
"Lexus Escondido",450143,0.463723,NULL,75,35000000,536,10,NULL,0.000000682982,346372,7,5
"Miller Auto & Marine",345673,0.330201,NULL,75,35000000,670,NULL,NULL,0.000000682982,346372,14,4
"Stew Hansen Dodge Ram Chrysler Jeep",270979,0.54524,NULL,75,35000000,455,50,NULL,0.000000682982,346372,19,8
"Flow Automotive Companies",968167,0.144448,NULL,930,200000000,856,18,NULL,0.000000682982,2474079,7,2
"Ramsey Subaru",165645,0.368421,NULL,30,5000000,632,NULL,NULL,0.000000682982,43297,13,1
"Lexus of Tulsa",435077,0.16873,NULL,75,35000000,831,NULL,NULL,0.000000682982,346372,2,NULL
"Titan TPMS",180256,0.28145,NULL,30,5000000,719,NULL,NULL,0.000000682982,43297,3,1
"Muller Toyota",360484,0.410866,NULL,100,15000000,589,NULL,NULL,0.000000682982,148445,7,1
"Jim Glover Chevrolet",354805,0.470471,NULL,100,15000000,530,NULL,NULL,0.000000794081,148445,5,1
"Milton Martin Toyota",378282,0.305274,NULL,60,35000000,695,NULL,NULL,0.000000682982,346372,10,5
"Autopart International",7844245,0.276399,61,650,9373784000,724,34,NULL,0.000000682982,126719559,14,3
"Karplus Warehouse",93635,0.4433,NULL,15,5000000,557,32,NULL,0.000000682982,37111,4,2
"Backdraft Racing",133662,0.292742,NULL,10,5000000,707,7,NULL,0.000000682982,37111,21,4
"JE Pistons",412787,0.33609,71,60,35000000,664,NULL,NULL,0.000000682982,389669,15,4
"The Smoking Tire",34172,0.201337,NULL,5,500000,799,NULL,NULL,0.000000682982,3711,2,1
"LexusofLehighValley",444651,0.35935,NULL,60,35000000,641,NULL,NULL,0.000000682982,346372,5,3
"Kenny Kent Toyota",187455,0.35001,NULL,45,5000000,650,5,NULL,0.000000682982,43297,8,2
"Zip's",27136,0.318568,NULL,5,500000,681,7,NULL,0,3711,6,3
"Oliver C Joseph",188135,0.243524,NULL,45,5000000,756,NULL,NULL,0.000000967502,43297,6,1
"Phillips Chevy",528467,0.580299,NULL,75,35000000,420,60,NULL,0.000000682982,346372,12,2
"Exomotive",33211,0.212359,7,5,500000,788,NULL,NULL,0.000000682982,3711,5,2
"FASS Fuel Systems",119915,0.535275,NULL,15,5000000,465,15,NULL,0.000000682982,37111,17,6
"Exotic Vehicle Wraps",30766,0.233965,NULL,5,500000,766,NULL,NULL,0.000000682982,3711,13,2
"Performance Truck Products",149487,0.35581,15,10,5000000,644,NULL,NULL,0.000000682982,37111,4,1
"Subaru of Cherry Hill",188719,0.347338,NULL,30,5000000,653,NULL,NULL,0.000000682982,43297,9,3
"Lee Hyundai",174271,0.101169,NULL,30,4500000,899,NULL,NULL,0,38967,1,1
"South Bay Lexus",147091,0.458778,NULL,30,5000000,541,1,NULL,0.000000682982,43297,9,4
"Oxmoor Ford Lincoln",131989,0.330716,NULL,45,5000000,669,16,NULL,0.000000682982,43297,6,3
"The Seat Shop",144027,0.250434,11,10,5000000,750,22,NULL,0.000000682982,37111,11,4
"Griffin Ford",148403,0.339815,NULL,45,5000000,660,NULL,NULL,0.000000682982,43297,6,2
"Mastercool",185082,0.405051,36,45,5000000,595,NULL,NULL,0.000000682982,49482,13,4
"XS Power Batteries",164726,0.46979,NULL,15,5000000,530,NULL,NULL,0.000000682982,37111,4,2
"North Reading Subaru",169649,0.279608,NULL,15,5000000,720,NULL,NULL,0.000000682982,37111,5,1
"Porsche Exchange",168125,0.47575,NULL,15,5000000,524,NULL,NULL,0.000000682982,37111,4,2
"The Parts Authority",71157,0.830871,45,100,15000000,169,NULL,NULL,0.00000178122,167001,13,5
"Greenway Ford",432450,0.280426,NULL,150,35000000,720,14,NULL,0.000000682982,346372,5,3
"Capitol Hyundai",262885,0.30011,NULL,75,35000000,700,NULL,NULL,0.000000682982,346372,5,1
"TMI Products",510646,0.546073,NULL,75,35000000,454,14,NULL,0.000000682982,346372,11,3
"Continental Auto Group",327947,0.229688,NULL,120,35000000,770,15,NULL,0.000000682982,346372,8,3
"Thermal Solutions Manufacturing",471479,0.565229,NULL,180,35000000,435,35,NULL,0.000000682982,346372,20,4
"Kargo Master",154125,0.352366,NULL,10,5000000,648,30,NULL,0.000000682982,37111,13,3
"Auction Direct USA Used Vehicle Superstore",311095,0.239698,NULL,180,35000000,760,NULL,NULL,0.000000794081,346372,9,6
"Bob Rohrman Auto",578924,0.273104,55,60,35000000,727,NULL,NULL,0.000000682982,389669,5,2
"Janus Motorcycles",34735,0.197823,7,4,500000,802,NULL,NULL,0.000000794081,3711,2,1
"Buck Motorsports",59355,0.155924,NULL,5,750000,844,NULL,NULL,0.000000682982,11250,1,1
"Don Hewlett Chevrolet Buick",435448,0.370165,NULL,75,35000000,630,NULL,NULL,0.000000682982,346372,6,2
"Midwest Kia",157672,0.274093,NULL,30,5000000,726,60,NULL,0.000000682982,43297,14,3
"Universal Toyota",294961,0.274597,NULL,90,35000000,725,NULL,NULL,0.000000682982,346372,3,2
"Audi Raleigh",200860,0.51032,NULL,30,5000000,490,60,NULL,0.000000682982,43297,11,2
"BMW of Rockville",388396,0.359358,NULL,75,35000000,641,28,NULL,0.000000682982,346372,17,2
"Holt Motors",181097,0.274077,NULL,20,5000000,726,NULL,NULL,0.000000682982,43297,2,NULL
"DDRV.COM",162254,0.574499,NULL,45,5000000,426,NULL,NULL,0.000000682982,43297,12,4
"Gary Force Acura",165533,0.481207,NULL,30,5000000,519,NULL,NULL,0.000000682982,43297,7,2
"Tire Recappers",25140,0.316265,NULL,5,500000,684,NULL,NULL,0.000000682982,3711,4,2
"GwinnettPlaceNissan",447207,0.176962,NULL,120,35000000,823,NULL,NULL,0.000000682982,346372,7,3
"Brock Supply",174753,0.366419,58,45,5000000,634,NULL,NULL,0.000000682982,49482,19,4
"Queensboro Toyota",160817,0.292753,NULL,45,5000000,707,NULL,NULL,0.000000682982,43297,6,2
"theexchange",161660,0.26451,NULL,30,5000000,735,NULL,NULL,0.000000682982,43297,2,1
"ThunderMaxEFI",183592,0.221081,23,15,5000000,779,49,NULL,0.000000682982,43297,7,2
"Don's Automotive Group",298126,0.305429,NULL,100,15000000,695,14,NULL,0.000000682982,148445,25,2
"Honda Cars of Bellevue",187704,0.491518,NULL,45,5000000,508,NULL,NULL,0.000000682982,43297,10,4
"Oak Tree Mazda",116505,0.365454,NULL,45,5000000,635,NULL,NULL,0.000000682982,43297,4,2
"Ford of Londonderry",160078,0.451929,NULL,45,5000000,548,NULL,NULL,0.000000682982,43297,8,3
"Mechanicsville Toyota",191176,0.390948,NULL,30,5000000,609,NULL,NULL,0.000000682982,43297,5,1
"Twin Pine Auto Group",130411,0.239694,NULL,15,5000000,760,14,NULL,0.000000682982,37111,23,2
"Instant Car Offer",56307,0.184582,NULL,5,500000,815,50,NULL,0,7500,12,3
"Richmond Auto Auction",188967,0.587452,NULL,30,5000000,413,32,NULL,0.000000682982,43297,8,4
"Global Automakers",184763,0.357065,57,20,5000000,643,NULL,NULL,0.000000682982,49482,12,4
"Ford Country",543274,0.285033,NULL,75,35000000,715,NULL,NULL,0.000000682982,346372,6,3
"Murdock Chevrolet",466324,0.431403,NULL,60,35000000,569,NULL,NULL,0.000000682982,346372,6,2
"AnzoUSA",148248,0.373458,NULL,15,5000000,627,30,NULL,0.000000682982,37111,14,3
"Audi Dallas",379745,0.378588,NULL,75,35000000,621,NULL,NULL,0.000000682982,346372,17,3
"Walck's 4WD",31751,0.227168,NULL,5,500000,773,NULL,NULL,0.000000682982,3711,2,1
"Maple Hill Auto Group",480433,0.21253,NULL,60,35000000,787,7,NULL,0.000000682982,346372,8,2
"Burien Toyota",379925,0.359444,NULL,60,35000000,641,NULL,NULL,0.000000682982,346372,13,6
"Infiniti of Memphis",161928,0.292897,NULL,30,5000000,707,28,NULL,0.000000682982,43297,7,2
"Shelby American",561122,0.484499,56,75,35000000,516,14,NULL,0.000000682982,389669,13,3
"Jones Ford",345308,0.473575,NULL,100,15000000,526,NULL,NULL,0.000000682982,148445,5,3
"Inlad Truck&Van",137308,0.298713,NULL,20,5000000,701,271,NULL,0.000000682982,43297,50,2
"Lombard Toyota",197279,0.126058,NULL,30,5000000,874,120,NULL,0,43297,3,1
"Silko Honda",180392,0.63316,NULL,45,5000000,367,14,NULL,0.000000682982,43297,12,5
"United Car Care",153662,0.179339,NULL,30,5000000,821,14,NULL,0.000000682982,43297,5,3
"Davis Chevrolet",396582,0.411337,NULL,120,35000000,589,NULL,NULL,0.000000682982,346372,10,3
"BMW of the Main Line",474320,0.424229,NULL,60,35000000,576,NULL,NULL,0.000000682982,346372,6,3
"Copeland Toyota",406477,0.174408,NULL,60,35000000,826,NULL,NULL,0.000000682982,346372,4,3
"Master Power Brakes",25636,0.357345,NULL,5,500000,643,7,NULL,0.000000682982,3711,5,3
"Fenkell Automotive Services",178435,0.29256,NULL,15,5000000,707,NULL,NULL,0.000000682982,37111,21,4
"VIPAR Heavy Duty",188779,0.558044,NULL,30,5000000,442,7,NULL,0.000000682982,43297,18,4
"Circle Porsche",186449,0.245057,NULL,30,5000000,755,NULL,NULL,0.000000682982,43297,4,1
"Gregg Young Chevrolet",264602,0.339463,NULL,120,35000000,661,158,NULL,0.000000682982,346372,63,4
"Bridgewater Chevrolet",178317,0.325815,NULL,20,5000000,674,NULL,NULL,0.000000682982,43297,9,1
"Toyota Chula Vista",134213,0.34363,NULL,45,5000000,656,18,NULL,0.000000682982,43297,32,5
"Sullivan Motor Co",201311,0.273702,NULL,20,5000000,726,NULL,NULL,0.000000682982,43297,8,1
"Cognito Motorsports",155806,0.348558,NULL,15,5000000,651,NULL,NULL,0.000000682982,37111,9,4
"Calstar Motors",128680,0.452206,NULL,15,5000000,548,NULL,NULL,0.000000682982,37111,8,4
"Lindsay Manassas Chrysler Dodge Jeep Ram",207753,0.152515,NULL,45,5000000,847,NULL,NULL,0,43297,1,1
"Apple Autos",318529,0.327259,NULL,90,35000000,673,1,NULL,0.000000682982,346372,12,7
"Changan US R&D",144855,0.22292,NULL,45,5000000,777,7,NULL,0.000000682982,43297,11,1
"Lindsey Racing",36849,0.184582,NULL,5,500000,815,20,NULL,0,3711,8,3
"Landers McLarty Dodge Chrysler Jeep Ram",122628,0.255869,NULL,45,5000000,744,NULL,NULL,0.000000794081,43297,2,NULL
"Wrench A Part",175453,0.294964,NULL,10,5000000,705,10,NULL,0.000000682982,37111,10,2
"Chapman Chrysler Jeep",131320,0.285857,NULL,10,5000000,714,79,NULL,0.000000682982,37111,12,3
"Stant",630870,0.331059,120,990,200000000,669,95,NULL,0.000000682982,2968895,32,7
"XL Parts",430361,0.294984,NULL,220,35000000,705,28,NULL,0.000000794081,346372,9,4
"Air Flow Research",193074,0.271305,48,15,5000000,729,NULL,NULL,0.000000682982,43297,5,3
"Wendle Ford Nissan Infiniti",660967,0.13181,NULL,60,35000000,868,NULL,NULL,0,346372,7,1
"Keeler Motor Car",512744,0.181236,NULL,180,35000000,819,7,NULL,0.000000682982,346372,11,1
"South Point Dodge",422749,0.20813,NULL,60,35000000,792,14,NULL,0.000000682982,346372,5,1
"Marin Honda",192865,0.181097,NULL,45,5000000,819,NULL,NULL,0.000000682982,43297,4,1
"Anderson Auto Group",654827,0.109293,NULL,180,35000000,891,1,NULL,0,346372,3,2
"Hoerr Racing Products",105684,0.408138,NULL,30,5000000,592,34,NULL,0.000000682982,43297,32,7
"Cornerstone Auto",518343,0.53555,3,150,35000000,464,31,NULL,0.000000682982,346372,20,5
"PURE Motorsport",36990,0.184582,16,5,500000,815,NULL,NULL,0,3711,10,1
"Towne Toyota",127602,0.323979,NULL,45,5000000,676,NULL,NULL,0.000000682982,43297,4,1
"Lube Stop",550880,0.430885,NULL,120,35000000,569,28,NULL,0.000000682982,346372,10,4
"Northwest Honda",478613,0.179233,NULL,120,35000000,821,NULL,NULL,0.000000682982,346372,5,2
"Magic City Ford Lincoln",187178,0.313415,NULL,45,5000000,687,NULL,NULL,0.000000682982,43297,9,1
"86FEST",43763,0.268268,NULL,5,500000,732,NULL,NULL,0.000000682982,7500,1,NULL
"Rivertown Ford",188071,0.588202,NULL,45,5000000,412,14,NULL,0.000000682982,43297,7,2
"Gunther Volkswagen of Coconut Creek",446107,0.156663,NULL,120,35000000,843,NULL,NULL,0.000000682982,346372,9,2
"Tanabe USA",39973,0.184582,28,5,500000,815,NULL,NULL,0,4330,3,1
"Automotive Avenues",336609,0.26553,NULL,90,35000000,734,NULL,NULL,0.000000682982,346372,14,3
"Auto Transport 123",176510,0.500357,NULL,15,5000000,500,48,NULL,0.000000682982,37111,10,4
"Paddock Chevrolet",340292,0.333544,NULL,90,35000000,666,NULL,NULL,0.000000682982,346372,8,2
"Mercedes-Benz of Tysons Corner",102365,0.269162,NULL,30,4500000,731,NULL,NULL,0.000000682982,38967,4,2
"I-5 Toyota",151094,0.482152,NULL,45,5000000,518,1,NULL,0.000000682982,43297,13,5
"Low Book Sales",355142,0.340805,NULL,120,35000000,659,14,NULL,0.000000682982,346372,41,6
"Seeger Toyota",187747,0.484552,NULL,45,5000000,515,14,NULL,0.000000682982,43297,6,4
"Revology Cars",132539,0.43964,NULL,10,5000000,560,10,NULL,0.000000682982,37111,18,3
"Orlando Dodge",211579,0.186597,NULL,30,5000000,813,NULL,NULL,0,43297,2,1
"Eckert Hyundai",174044,0.284629,NULL,20,5000000,715,NULL,NULL,0.000000682982,43297,3,1
"Folsom Chevy",173242,0.576912,NULL,30,5000000,423,60,NULL,0.000000682982,43297,14,3
"Biggers Chevrolet",144583,0.392673,NULL,15,5000000,607,NULL,NULL,0.000000682982,37111,3,2
"Automotive Service Equipment",26330,0.407284,22,5,500000,593,30,NULL,0.000000682982,4330,7,2
"McGrath Lexus of Westmont",360164,0.251073,NULL,120,35000000,749,15,NULL,0.000000682982,346372,5,3
"Safety Vision",347897,0.264729,25,120,35000000,735,30,NULL,0.000000682982,389669,26,7
"Toyota Wallingford",152644,0.362232,NULL,45,5000000,638,NULL,NULL,0.000000682982,43297,17,4
"Cowboy Toyota",116883,0.453963,NULL,45,5000000,546,32,NULL,0.000000682982,43297,6,3
"Byerly Ford",189855,0.631028,NULL,15,5000000,369,7,NULL,0.000000682982,37111,3,3
"Stoneham Ford",551578,0.134415,NULL,75,35000000,866,34,NULL,0.000000682982,346372,2,1
"Superior Van & Mobility",577072,0.493558,NULL,60,35000000,506,1058,NULL,0.000000682982,700000,6,4
"BMW of West Houston",372589,0.191427,NULL,90,35000000,809,NULL,NULL,0.000000682982,346372,6,3
"Sir Walter Chevrolet",323670,0.289859,NULL,60,35000000,710,NULL,NULL,0.000000682982,346372,8,2
"Driven Brands",325798,0.369449,46,250,37500000,631,44,NULL,0.000000682982,463891,25,8
"Kaffenbarger Truck",320946,0.293521,58,60,35000000,706,5,NULL,0.000000682982,389669,7,4
"Chalmers Automotive",127245,0.212361,9,15,5000000,788,7,NULL,0.000000682982,37111,2,1
"Nissan of McKinney",493295,0.227224,NULL,120,35000000,773,NULL,NULL,0.000000682982,346372,13,2
"Stillwater Motors",460355,0.440688,NULL,60,35000000,559,NULL,NULL,0.000000682982,346372,6,2
"Midway Ford",413493,0.245949,NULL,60,35000000,754,NULL,NULL,0.000000682982,346372,11,4
"Rivertown Honda",278502,0.275458,NULL,90,35000000,725,NULL,NULL,0.000000682982,346372,6,5
"Colonial Toyota in Milford",468777,0.164889,NULL,90,35000000,835,NULL,NULL,0.000000682982,346372,5,2
"Global Autosports",21922,0.392584,13,5,500000,607,NULL,NULL,0.000000682982,3711,13,3
"Stokes Honda North",438501,0.582984,NULL,60,35000000,417,64,NULL,0.000000682982,346372,6,2
"Federated Auto Parts",509857,0.54124,NULL,85,35000000,459,42,NULL,0.00000125202,346372,18,5
"H&H Chevrolet",356528,0.329748,NULL,75,35000000,670,NULL,NULL,0.000000682982,346372,13,4
"ReagorDykesAutoGroup",279211,0.267917,NULL,240,35000000,732,NULL,NULL,0.000000682982,346372,17,2
"Mercedes-Benz of Brooklyn",486319,0.603679,NULL,75,35000000,396,88,NULL,0.000000682982,346372,15,4
"Nitrous Express",183822,0.159131,NULL,10,5000000,841,7,NULL,0.000000682982,37111,7,2
"Fletcher Auto Group",917958,0.22878,NULL,690,200000000,771,10,NULL,0.000000682982,2474079,6,1
"Flemings Ultimate Garage",208960,0.589445,NULL,30,5000000,411,NULL,NULL,0.000000682982,87500,5,2
"Detroit Diesel",1065440,0.180435,NULL,1500,225000000,820,NULL,NULL,0,2783337,14,2
"Tire Discounters",751913,0.511139,42,1100,165000000,489,232,12,0.000000794081,2245229,25,13
"Autolite Spark Plugs",246378,0.152515,82,45,5000000,847,NULL,NULL,0,55667,1,NULL
"Arlington Nissan",181734,0.177859,NULL,45,5000000,822,NULL,NULL,0.000000682982,43297,1,1
"Sun Toyota",245776,0.478023,NULL,150,35000000,522,32,NULL,0.000000682982,346372,9,4
"Adventure Auto Glass",36249,0.191319,13,5,500000,809,NULL,NULL,0,3711,1,1
"Mercedes-Benz U.S. International",1308870,0.212914,25,4000,600000000,787,NULL,NULL,0.000000682982,8164266,3,1
"OEM Audio Plus",157079,0.341157,11,10,5000000,659,NULL,NULL,0.000000682982,37111,14,1
"iKeyless",133042,0.335406,NULL,30,5000000,665,26,NULL,0.000000682982,43297,28,6
"Bell Audi",456454,0.345392,NULL,180,35000000,655,NULL,NULL,0.000000682982,346372,15,3
"Lee Johnson Chevrolet. Mazda",521781,0.378185,NULL,75,35000000,622,39,NULL,0.000000682982,346372,4,2
"Mercedes-Benz of Maplewood",326961,0.290557,NULL,100,15000000,709,7,NULL,0.000000682982,148445,3,1
"Northern Auto Parts",179967,0.183186,NULL,30,5000000,817,140,NULL,0.000000682982,43297,23,2
"Forest Lake Chevrolet Cadillac",186547,0.326413,NULL,20,5000000,674,NULL,NULL,0.000000682982,43297,4,2
"Automax Preowned",189769,0.471688,NULL,30,5000000,528,NULL,NULL,0.000000682982,43297,8,2
"South Tacoma Honda",31774,0.221209,NULL,5,500000,779,NULL,NULL,0.000000682982,3711,6,2
"Dallas Mustang Parts",26241,0.299049,NULL,5,500000,701,NULL,NULL,0.000000682982,3711,14,3
"Sonsio",463566,0.15577,34,75,35000000,844,26,NULL,0.000000682982,389669,16,7
"Reed-Lallier Chevrolet",466092,0.225318,NULL,75,35000000,775,14,NULL,0.000000682982,346372,5,2
"Coughlin Automotive",396029,0.306942,NULL,180,35000000,693,NULL,NULL,0.000000682982,346372,37,4
"McKenna Audi",154236,0.376091,NULL,45,5000000,624,NULL,NULL,0.000000682982,43297,16,3
"Glenn E Thomas Dodge Chrysler Jeep",191127,0.272064,NULL,45,5000000,728,NULL,NULL,0.000000682982,43297,17,2
"Mercedes-Benz Manhattan",558262,0.134037,56,150,35000000,866,NULL,NULL,0.000000682982,389669,4,3
"Engle Motors",180777,0.508518,NULL,10,5000000,491,44,NULL,0.000000682982,37111,5,4
"Lexus Monterey Peninsula",159922,0.232206,NULL,15,5000000,768,NULL,NULL,0.000000682982,37111,1,NULL
"Schlossmann's Honda City of Milwaukee",504687,0.86225,NULL,100,15000000,138,NULL,NULL,0.000000682982,148445,13,3
"Toyota of Cleveland",177191,0.427733,NULL,30,5000000,572,NULL,NULL,0.000000682982,43297,5,1
"Greenfield Industries",612384,0.568296,144,270,40500000,432,NULL,NULL,0.000000682982,601203,6,2
"Derek Weaver",22784,0.362189,NULL,5,500000,638,NULL,NULL,0.000000682982,3711,6,2
